,Unnamed: 0,data,label
34,34,im going to check out the other cards now because im feeling a little weepy after writing this,0
44930,44930,i feel terrified out of my mind,4
19687,19687,i took a nap at am with intentions to wake up at noon to take my next watermelon but i ended up sleeping all the way till pm and feeling very groggy,0
30822,30822,i feel assaulted by baseball shops at times,0
45635,45635,i was feeling fine and probably could have sampled another i decided to abide by all things in moderation and wait for another time,1
3291,3291,i took a break this year and now that i feel like i might be attracted to someone i am really hesitant about it,4
28433,28433,im left feeling shaken like im in shock nauseaus,4
44951,44951,i feel wronged that i didnt get a second chance,3
44745,44745,ive worked there over years now and i can see that was the biggest waste of my time and i feel more scrutinized and hated than ever,3
32326,32326,i have no extra money im worried all of the time and i feel so beyond pathetic,0
45230,45230,i feel horrible because my man doesnt deserve that deceit and everyone knows but him,0
21064,21064,after some friends had come to see me they had stayed for several days and we had got on very well when they had left,0
8888,8888,i share how i feel about this book i am curious to what you believe and think,5
22776,22776,i wanted my collection to be bold and give women of all shapes and sizes the opportunity to look and feel fabulous said leakes,1
59516,59516,i am feeling pissed off i imagine a tsunami right behind their shoulder and i go tap tap excuse me and then point behind them,3
38084,38084,i dont like that everytime i look at my boyfriend i just feel pained inside because deep down i cant tell if hes being truthful with me about everything or not,0
53013,53013,i feel that as cyws an lgbtq ally is an extremely important role we need to step up and take,1
43894,43894,i have agonised over writing a review for this book my words just dont seem to flow i feel somehow inadequate for this task,0
21534,21534,i feel guilty if i read even a bit becos it kinda hurts my eye,0
17896,17896,i did gage the mood and one gets the feeling that is a reluctant discussion subject due to the scars of war that have not healed,4
36695,36695,i had the gut feeling he wasn t faithful not to mention the years of emotional and physical abuse,2
34715,34715,i feel the need to go to little restaurants like that im terrified that theyre going to die out for good soon,4
195,195,i have a feeling she is going to be an amazing artist like her daddy and uncles,1
31088,31088,i feel like my manager is dissatisfied with me all the time and that ill never measure up to the expectations of those who have been on this job much longer than i have,3
658,658,i woke up curled up in my bed feeling super cozy hugging my new summer light weight but really fluffy comforter and i thought how much i love being in bed,1
41648,41648,i feel anew the call to my beloved through this sufi path,1
33836,33836,i write this i still feel giggly despite the post visitation a href http jonsjailjournal,1
45570,45570,i am most defensive when i feel most threatened,4
11248,11248,i feeling so unhappy when i know that youve fallen in love with another girl,0
13386,13386,ive learned thus far i feel much less fearful on the thing once ive adjusted the seat such that i can easily lean the bike a little to one side and set a foot on the ground,4
5507,5507,i still feel a little weird that i am sooooooooo far behind,4
35812,35812,i feel kind of empty days time just seems to pass me by and i get jealous wondering is she happy,0
13868,13868,i want to get rid of the habit of feeling like i need something sweet after every meal,1
54631,54631,ive been looking back on my last few outfits and feel like ive been awfully boring,0
14548,14548,i feel being privileged and lucky,1
70383,70383,i am the one who will hold you closer when you feel insecure and kiss you to take your breath away softly each day,4
50018,50018,i realized that i was a few days late and my breasts were feeling tender,2
10340,10340,i will not feel regretful of letting him go far away to realize his initial personal dream even in the future when anything could happen i have loved someone who loved me too,0
6883,6883,i can feel you there on me below me like an ecstatic button that says i voted it is a way i have of bringing even the smallest part of my home life to work to the store i love you and need you with me always even if you can only be with me in the form of cellular residue,1
61928,61928,i agree with you on the sellout streak feeling fake,0
20791,20791,im feeling horny im going to masturbate once or twice,2
18328,18328,i also remind myself that when im feeling regretful about something that i m not living in the present i m living in the past,0
1924,1924,i am feeling more and more disheartened about the general pagan population atleast in toronto,0
26787,26787,i notice that i feel much more lonely when i isolate myself,0
63966,63966,i am feeling completely exhausted today thoroughly in need of a break in short,0
1530,1530,i feel safe in singing the films praises as masterful historical fiction,1
36120,36120,i mentioned above that ive started to feel abused for no reason i might add but adding to that i sometimes feel neglected,0
60641,60641,i might feel a sense of sympathy for anyone whose much beloved has moved along so i feel a wispy and not entirely clear sympathy for the church,2
20496,20496,im feeling a little anxious,4
27864,27864,i should be feeling nostalgic but i think im ready to see jax off once and for all,2
63435,63435,i feel relieved and happy for suraj pancholi last updated on july ist,1
62396,62396,i feel like i did monday where the stress is taking over im lightheaded and shaky and getting hot and cold flashes,4
47748,47748,im out the door o red if im feeling adventurous,1
17610,17610,i was actually working towards those goals all year and achieved most of them so im feeling pleased with myself today,1
59124,59124,i feel so far is being ignored in the acting races,0
26056,26056,im on the subject of things that just dont make sense i feel that i would be neglectful if i didnt mention the recording device in the hands,0
18415,18415,i feel romantic from time to time,2
6538,6538,i am feeling ecstatic to share that teach for india has been ranked as no,1
17510,17510,i have ever known was how it feels to be rejected and un loved,0
30691,30691,im sat here feeling not too beaten up it was enjoyable being out in the countryside first thing as usual and i got here ok,0
8552,8552,i had never faced trouble in those days i can feel that it would have been dangerous,3
27082,27082,i was feeling agitated and giddy all at the same time,4
19904,19904,i feel so frightened as though they ve gone for good,4
37656,37656,i said no and i had no idea how to get one and then i just put it out of my mind because i didnt feel like dealing with it and hoped if i ignored the problem it would go away,0
10240,10240,i know some of the above suitation doesnt fit in the description of feeling disturbed,0
32209,32209,im so weak i feel so numb cold distant it hurts so much so bad,0
52409,52409,i said look your moving to fast i am at the point in my life where i feel like a victimized child a child that needs to talk and get things out,0
33725,33725,i still feel no more resolved about my future than i did when i walked up that hill and through the tiny woods,1
69815,69815,i feel like i can share it here with all of you because you are so supportive and kind,2
16157,16157,i will ask myself is how has this made me feel i will then look deeper and get into what i think the artist is trying to make stand out in a positive or negative,1
29940,29940,i feel troubled i feel i only trouble others,0
42218,42218,i love dance but i really feel damn idiotic for not being able to excel at something that i love,0
21644,21644,i also feel like you don t have the time between sides to get distracted by things like you might when you listen by other means,3
10625,10625,i am how to describe what i feel often nostalgic thinking about my last twenty years suddenly i find myself very close to home with my sensation how,2
36034,36034,i started off in black capris but ended up feeling too casual so i put on the pencil skirt instead,1
70786,70786,i don t feel there is anything special exotic unusual or weird about being bi it s just my ordinary experience,1
6738,6738,im alive but i feel blank,0
38196,38196,i feel i need to go and fix everything with them and make sure people know that i am with them and that i have them or have them back,1
23208,23208,i chose to read seductive delusions cover to cover in sittings and such a concentrated dose of horror stories made me feel hesitant about ever having sex again,4
57024,57024,i am working inside the home i tend to feel useless as i spend much of my time dealing with perpetually dirty floors picking up misplaced toys and disposing of the human waste of the little people who have taken over my once quiet home,0
49713,49713,i feel and look gorgeous beautiful and sexy,1
23322,23322,i get the feeling that everyone is going out of their ways to prove just how much suffering they all went through and who suffered more than so and so,0
19121,19121,i feel devastated to hear about this beautiful little girls story,0
1111,1111,i still achieve things and learn new things amp feel proud when i achieve img src http s,1
70725,70725,i know a lot of you who feel your fate is in your hands might get agitated by what i just said,3
2202,2202,i am also feeling quite weepy,0
52392,52392,i have lost friends along the way and lost some of emily s friends too but others have shown their true worth and i now count a handful of young ladies who were emily s friends as mine too and i feel proud to have them and other special people in my life in some way,1
11701,11701,i believed in guilty pleasures i might feel somewhat paranoid about my enthusiasm for stuff that still kind of makes me cringe sometimes,4
49584,49584,im feeling kind of lame,0
9964,9964,i should stop reading books and find someone that is really going to question me about what i feel she thinks i have manipulated two therapists so far if only i was that smart,1
23123,23123,i feeling a little bit rebellious,3
7206,7206,i feel even a little proud,1
4667,4667,i still feel that this is where i need to be but im increasingly doubtful that it should happen at this particular church,4
48017,48017,im nervous i sweat feel like my heart is going to explode feel like my lips have been injected with novocain say dumb things,0
35461,35461,i feel like the messy adds to it,0
41708,41708,id feel terrific if i had a dollar for every time i said to my sons say thank you,1
60417,60417,i was feeling dissatisfied and angry around my friends here thats what they are women and men friends,3
50923,50923,i often feel simultaneously jaded and insipidly naive about spinning,0
47995,47995,i had hoped but i finally feel back on the trail and not mentally distracted by all that i just left behind,3
55298,55298,i feel honored and know this gift or ability or whatever one choses to call my visions is a part of my journey,1
32767,32767,i find myself feeling a strange mix of stressed out and bored when i watch,4
18913,18913,i just feel like i really fucked things up this time,3
44345,44345,i remember feeling jealous of a female friend of an ex,3
1817,1817,i have a constant overwhelming fear that i will fail my son in one way or another and im constantly feeling unsure and second guessing myself,4
55689,55689,i sometimes hate myself for feeling so selfish and immersed in my thoughts way too much,3
16570,16570,i said before just being with him makes me feel calm safe and happy,1
55080,55080,i always feel like im a whiney bitch,0
753,753,im glad i met him hes just luvly and jolly all the time and he makes me feel jolly too,1
57537,57537,i remember when i was a child of a storm that made me terribly afraid i thought that the house was coming down and that in the next day i would be dead everybody was awake and i stayed all night in bed without falling asleep,4
3011,3011,i feel threatened the last thing i need,4
41922,41922,i am sad because i feel rejected and i feel like a sore loser more right now,0
3401,3401,i feel wronged annoyed that i want to leave this establishment,3
17991,17991,i feel asleep but i was restless and it wasn t every worth calling rest,4
18252,18252,i feel so blessed to have had the opportunities over the past year to travel to louisiana chicago san antonio toronto boston columbus madrid madison new york south dakota and cincinnati,2
20551,20551,i didn t feel he was burdened with the expectation of producing something that would stand the test of time,0
62019,62019,ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,3
35437,35437,i spent hours in the middle of the night hanging out with sam sam at pan pacific park discovering new and old movies at the new beverly and feeling really cool about it,1
48220,48220,i feel my intention is very sincere and i have the intention of using it,1
29722,29722,i woke up feeling a little sorry for myself ready to bitch about it,0
791,791,i said are bad things about anyone directly just feelings that i should be more respected and appreciated,1
5501,5501,i have given up on occasionally trying to be funny because it just makes me look and feel awkward,0
50267,50267,i was using to hold a particular pose can make to that pose how i could feel perfect but there is still another level of corrections that there is,1
64361,64361,i really feel that i need to reach out to some with a part of my testimony that is not pleasant,1
68379,68379,i have been blessed with a beautiful family hey for a guy of years young i have a wife of years and counting whom i adore talented grandkids i have traveled to most of my desired destinations and golfed in each of them and i feel deeply contented,1
15344,15344,i instantly pulled the truck over to the curb and sat quietly looking out over the hundreds of waving flags for a few moments feeling numb and not sure in that instant what i wanted to do with the sight,0
5871,5871,i began this blog endeavor writing about my past nye experiences i feel i owe it to you my faithful readers to detail how it went for me this year,2
25667,25667,i love egg salad sandwiches but don t have them as often as i would like as eggs are high in cholesterol and saturated fat still i eat no meat and watch my fats so i feel ok with an egg or two a day especially if they are boiled or poached,1
10098,10098,i am not feeling melancholy depressed or sad,0
67248,67248,i on the other hand am beginning to feel a little impatient with where my life is headed in the love direction and when i say a little i mean a lot,3
34828,34828,i feel like the people i know are really generous and i have my needs met,1
38185,38185,i have been feeling increasingly burdened with keeping up my two homes,0
46215,46215,i imagine i will feel after i eat the sweet,2
45252,45252,i had been feeling a little funny and kind of had a feeling i might be pregnant,5
9731,9731,i confessed my feelings to a girl i would be rejected,0
64261,64261,i need to be careful not to sink under the negative feelings that well up every so often,1
10325,10325,im so stubborn about being strong that i do admit feeling a little disappointed when something like that gets to me no matter how understandable the circumstances,0
7512,7512,im not feeling as empty,0
20070,20070,i feel very selfish not expressing my love and gratitude for this gospel with others,3
5873,5873,i am feeling like this the one thing that makes me really happy is creating in the kitchen,1
24924,24924,i feel when i meet people in real life there in real life i don t really care what they think about me and could care less if they hated me or what i liked or did,3
21794,21794,i still remember feeling so thrilled when i received hers and lilian s xmom comments on my blog because they were the very first visitors on my blog back then,1
22119,22119,i feel blessed to be able to help those who aren t able to help themselves,2
32720,32720,i feel like my parents and i are the only ones who think it is acceptable that i dont know what i want to do with my life and dont feel the need to,1
11055,11055,i am working on having empathy for my wifes feelings since by nature i am selfish sarcastic insensitive and a boundary buster,3
48504,48504,i feel as if i belong and i feel as if i can just be me and still be accepted,1
13712,13712,i could go on and on about why i feel so passionate about it,1
52652,52652,i feeling he will make a perfect fitting in for our country,1
2769,2769,i am feeling unsure about how to proceed and i am a little worried okay a lot worried that i may not have prepared them enough for the experiences they are about to face,4
44806,44806,i feel that your romantic relationship could be enhanced with the tips that i have shared previously,2
49827,49827,i feel pretty petty and selfish being so angry at a bad day,3
42988,42988,i feel like kim is amazing,1
11213,11213,i was and the thought that i would be leaving home soon was really hitting me hard i was feeling ridiculously sentimental,0
3666,3666,i have to chose between writing and marketing my content i feel bothered,3
7770,7770,i feel selfish for always being concerned with my disease and for needing help with it when the rest of my life is so perfect,3
13776,13776,i may say indispensable as true raging fits of love would sometimes come over me my eyes grew dim there was a ringing in my ears my legs tottered beneath me and simply by pressing my thighs together i could feel that charming part that makes us true women get wet and palpitating,1
43468,43468,i feel hopeful and inspired which is a good thing because boy do i need it,1
47986,47986,i just feel damaged or something,0
19799,19799,i feel doomed to be one of the walking dead for the remainder of my years,0
37864,37864,i want to reach out a hand and have another there to take hold and there is noone and its making me feel needy,0
42037,42037,i feel as though i am defective,0
37132,37132,i am big into at the moment is enjoying the great feeling of supporting women particularly mums homeschool friends in ethical home based business,1
19680,19680,i feel sad when people call me an idiot secret a title rel bookmark href http www,0
55865,55865,i feel it sink in calm,1
28798,28798,i was feeling especially generous especially in light of my cancelled shift so i turned into safeway and got him a hot chocolate and a muffin,2
12597,12597,i get excited and passionate about my characters and stories but when im in a slump i feel useless and unproductive,0
52636,52636,i know i feel like something tragic happened,0
56080,56080,i feel quite mellow now some time in the next few days weeks there will be a request for hardcopy or a solid no,1
11845,11845,i like when i view the announcements and try to figure out what was cancelled and if my favorite shows will be back in september i am feeling less than thrilled though since i know which network has what shows for the most part,1
67144,67144,i feel like i kinda abused him by making him send me songs in a row,0
41135,41135,i love food blogs so feel free to link to yours here,1
65542,65542,i choose this path i feel strong because i am able to know what others are thinking,1
7407,7407,ive been feeling a little discouraged,0
62754,62754,i am actually excited and looking forward to it despite the fact that i am feeling a little bit nervous as it approaches,4
47434,47434,i should stop feeling bad get a job get pregnant and be a better wife aunt friend daughter sister etc,0
430,430,i may feel beaten but i will not pig out today,0
56247,56247,i know they didnt mean to make me feel stupid or out of place,0
41045,41045,im working like days a week which sounds like a lot but its not cause its laid back and low stress and i just feel so much more complacent there compared to staples,1
64234,64234,i feel truly frightened,4
55190,55190,i guess its cuz the break up made me feel ugly and unwanted and so eating made me feel better butttttttttt it also made me fat cuz i really ate a lot like some pregnant woman trying to nourish her unborn child and after i grew fat i felt even uglier,0
4812,4812,i can justify having purchased it is to remind myself that the scent is extremely long lasting and that i always feel very elegant and sophisticated when i wear it,1
14161,14161,ive gathered reasons to feel inadequate,0
13153,13153,i screamed out in pain at first but as iruka quickly worked them both into a frenzied rhythm he began to feel the pleasure especially when on one particularly violent thrust iruka had struck something inside him which made him see stars,3
65793,65793,i never want to get up because everything seems to feel as terrible as the night before,0
52471,52471,im to sit here feeling tortured for the next several hours while you sit there pretty as you please and have your merry way with my self control,3
1422,1422,i wanted him to i was alone and feeling a bit scared of this crazy guy,4
3189,3189,i have been feeling more sentimental lately and tearing up easily,0
55508,55508,i feel giggly and competent simultaneously,1
47807,47807,i say starting to feel alarmed,4
50045,50045,i feeling so damn victimized,0
18019,18019,im feeling bitter i will admit that,3
17398,17398,i feel you may be loads pleased by what its got to offer,1
37760,37760,i am bored have work to do but feel listless to do any of it,0
13350,13350,i still feel overwhelmed when i think of my to do list so i often remind myself that perfection is not part of the project i simply want to start a new decade of my life achieving a better version of myself,4
66595,66595,i would feel thrilled to see peoples faces when they opened presents,1
11418,11418,im planning on making a post sometime about how i feel about it but im really curious as to what other people on my flist think about it,5
56502,56502,ive felt this way before and though not for a really long time and remembering the feeling of trust trusting and being trusted gives me so much joy,1
59676,59676,i have a lot to say i am not going to write every recipe out so feel free to ask for any you would like after we returned home i started my first ever attempt at making thanksgiving dinner by yours truly,1
55820,55820,i feel extremely lost as i have lost my scholarships friends i could have talked with and the freedom i could have lived,0
58901,58901,i feel pressured and can not move on to other items in our wedding checklists,4
40489,40489,i remember going outside at night looking at the stars feeling the gentle caressing energy of hawaii and thinking this is a fairytale land,2
66411,66411,i thespian well as you said about following your gut feelings i get the gut feeling he isnt quite faithful with me,2
26712,26712,i find that something is inevitably lost in translation and with that comes a sense of compromise or oversimplification that leaves both of us feeling dissatisfied,3
2343,2343,i feel very much like an idiot because i only like movies a lot but have no idea how to make them at all and they are all not only very smart but pretty talented with their work as well,1
56610,56610,i felt a markable difference so it does hydrate my hair and leave it feeling radiant,1
44770,44770,i recommend you copy this article read the letter a few times and put it into your own words so that you convey how you truly feel make it sincere and understand that your prospect needs to know they are more than just a number,1
235,235,i was contemplating exactly where and why this feeling rears its ugly fucking head every once in a while,0
36544,36544,ill hopefully feel less inhibited in terms of what i want to say,0
43,43,i can remember his laughter i can see his smile i can repeat most of his stories verbatim and quite often i feel his suffering as he fought a hard and painful fight against cancer,0
37456,37456,i still feel like its a terrific pistol at a fantastic price,1
16450,16450,i know you will because you re a kind person it s about my feeling for you that it had been longing for so long in my heart,2
17231,17231,i feel delighted to be here today it is a good thing that iei has associated with our dream the dream of repositioning hockey in the country,1
53803,53803,i feel like all my petty whinings about work and what not have suddenly crystalized and become a solid pressure coming down on me,3
11034,11034,im depressed lately im sorta feeling repressed lately,0
3341,3341,i understand that you must feel horribly rejected right now,0
4739,4739,ill ever feel that a body like mine is anything but something to be looked and poked at by the curious,5
68931,68931,i guess its natural to feel lonely,0
8192,8192,i remembered that feeling that feeling of freedom of not caring about what anyone else thinks about you and simply enjoying the moment for what it is,2
32945,32945,i am feeling festive amp mr,1
56299,56299,i feel kinda paranoid,4
55476,55476,i also feel that as my patients are emotionally distressed waiting could worsen their condition,4
63812,63812,i rarely download music i love album packaging and i feel that it adds a lot to the romantic connection i have with records,2
67995,67995,i do like goin my church praise da lord but i feel like im just goin be hated on isnt dat sum crazy stuff,3
2941,2941,i didnt feel pressured to move out of the way or get a move on,4
34425,34425,i hope you enjoy it so read on and please feel free to offer any comments,1
5246,5246,i could write a whole lot more about why im feeling so crappy but i dont think it would make me feel any better about it,0
40751,40751,i feel a little strange sometimes having a dotcom dedicated to my namesake,5
33007,33007,i able to complete my daily to do lists but i feel less rushed less stressed and most importantly i can make a little time for myself,3
48136,48136,i feel terrible but there is nothing i can do now,0
33731,33731,i feel a bit bitchy today lt take a look its free and it doesnt concern you so i was reading the critics for mamma mia,3
51788,51788,i do feel rather fond of it despite the fact that my station sometimes only has one train per hour and basically consists of a tin shed and a ticket machine,2
5932,5932,i hated feeling like i was needy like i had to be around other people,0
11630,11630,when i received the mark well above requirements for the course i wanted to enter,3
59428,59428,i feel like before and after photos are somehow rude to well before me and to women who look similar,3
28748,28748,i was feeling adventurous that day and decided to try the house pizza which ended up being splendid although it was huge and i could not finish it and my breath wreaked of garlic after,1
68763,68763,i feel that there will always be people like us who are eager to read fiction,1
39149,39149,i feel so insulted to be mistaken for a nanny,3
25268,25268,i love you to even at the end and well i feel like an ungrateful uncaring heel,0
39831,39831,i am feeling flutters its amazing,1
4288,4288,i just feel like because i do all of this stuff on a kind of casual and passive level,1
24854,24854,i sat back and thought and realized that if i look for recognition and appreciation i feel disheartened,0
62697,62697,i assure you in this massive globe we are indeed rich no matter how middle class we may feel we are rich beyond measure compared to those who struggle for basic needs,1
46072,46072,i am honest most days i give of myself and am left feeling empty,0
65686,65686,i have to say i feel a little amazed that this one little sheep has been there for generations of little girls,5
31840,31840,i wasnt sure if i could be concerned when there were people around me feeling incredibly apprehensive some turning back while i may as well have been dancing up the cliff face,4
57135,57135,i do feel foolish for trying to trust him,0
37375,37375,i feel so relaxed now,1
24413,24413,i do it and always will the alternative is dire but there is something about it that i fear will always make me feel defective,0
51139,51139,i suspect i might be feeling quite jaded about that in another month or so but for the time being im excited about taking the children on days out so im going to capitalise on my enthusiasm while it lasts,0
63194,63194,i say ditch that vaginal cleanser and find someone who values you and your feelings you precious jewel you,1
55764,55764,i feel like hes romantic,2
34947,34947,i feel annoyed and petty when i m with other guys,3
62284,62284,i feel like it s a gift to them some sort of compensation yes you ve been seriously disadvantaged in life in lieu of equality you get to be a better person that most,0
60928,60928,i do feel a bit envious of them,3
66758,66758,im going to finish most of it as im not feeling to fab,1
37623,37623,i feel like im doomed to do what i m doing now forever trapped to forever be playing in a cover band spending months at a time in random countries,0
55302,55302,i look at your kids i feel jealous sure,3
58641,58641,i feel very peaceful after,1
41950,41950,i was feeling pretty horny from thinking about getting into lynn after church,2
53448,53448,i need to know me to know the world to know a stranger to know what living is to dance in the rain swim in the ocean to know the rush of doing something risky to feel the comfort of supporting myself,2
24428,24428,i feel angry there are times when i laugh smile and afterwards i feel angry again,3
14507,14507,i feel glad and inspired by in fact my guru with over views on only this particular video,1
20296,20296,i said earlier i thought id expand the post to talk about other things going on that have made me feel like im an outside observer at some mad experiment,3
14319,14319,i want to make myself feel as ugly as possible for some reason and perhaps a trip around beverley hills,0
4047,4047,i feel worthless class title vaccinations for the mind week two i feel worthlessjanuary,0
39644,39644,i was feeling so shitty about my life like im not able to do things i enjoy,0
34228,34228,im not being dramatic i honestly feel like i have nothing sometimes less than nothing and its bothered me for most of my life,3
42157,42157,i was actually feeling very eager and good about everything,1
3633,3633,i feel like a pretty disgusing and vile girlfriend,3
2264,2264,i feel as if humiliation was a srtronghold in my soul that something in me was saying i had to be humiliated and that stronghold kept blessings away,0
39035,39035,im feeling like i want a really rich soup i use all stock as the cooking liquid but youre essentially making stock by boiling the legs anyway so this is up to your taste preference,1
63281,63281,i didnt feel too surprised about it,5
64151,64151,i feel like i wanna start a fucking riot be rebellious and allow myself to get trashed for once,3
48936,48936,i too was feeling strange about it,4
59923,59923,i feel more together and more self assured,1
23175,23175,i took a deep breath and it was almost like i could feel the cold air burning in my lungs,3
47493,47493,i feel slightly agitated unless i smoke and i think about quitting every day,4
48170,48170,i was feeling completely morose and weepy when i started this entry,0
66678,66678,i feel left out i dont know how to read music very well and do not play an instrument,1
2540,2540,i feel terribly skeptical about this specific text,4
13553,13553,i dont know if ill make a habit of this but i feel so virtuous right now,1
15009,15009,i feel amused you re making me weak simply by the way you move i want to be with you right here on the floor,1
59965,59965,i feel pretty bummed out on whats been going on with habitat but there s nothing anyone can do at this point,1
2838,2838,i almost feel like i was being punished for having asked for a little extra help,0
26093,26093,i feel re assured that this is common and it will improve,1
11295,11295,i feel momentarily alarmed at the smallest of things for example when somebody signs into msn and the blue box pops up in the corner of this screen my heart skips half a beat,4
70428,70428,i have to start to have genuine feelings and i m always afraid of rejection or maybe the kiss would go wrong,4
4712,4712,i started feeling really cold but my palms were sweating,3
12346,12346,im feeling enraged and somewhat violent today,3
43211,43211,i feel helpless when truly i had at my fingertips all of the angels of heaven and the god of mercy who commanded those heavenly troops,4
46888,46888,i live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me i was really angry,3
881,881,in arguments with a close friend or relative where my point of view is completely disregarded,3
46175,46175,i say as i feel myself longing to walk away,2
46473,46473,i feel about philip today the way i would feel about a beloved son who had gone into a life of crime,1
14171,14171,i could delve into this over nine paragraphs that reach no conclusion or resort to the expressive probably misunderstood solution of stating that in the current mood i feel theres not a soul around me with whom i can get excited and touched swooning gasping yearning,1
27506,27506,im feeling a little better about sitting on my derriere for the next however long,1
46246,46246,i finally turned the podcast off feeling beaten to my very core,0
30928,30928,i feel like i am smart and talented enough to make something of myself,1
68254,68254,i am so excited about learning what you have to teach or offer but how can i be able when you make me feel so disrespected and unwelcome by not respecting me enough to even acknowledge my feedback input and feelings,0
52047,52047,i feel is supportive of us,2
64767,64767,i feel like im forcing your mercy like i should be apologizing for myself to you all the time because if i dont you might think im ungrateful and unaware of my wretchedness and just give up on trying to change me and write me off altogether,0
63096,63096,i just have to start over try harder next time keep trying to be the person i want to be and not feel resentful angry bitter etc,3
43221,43221,i do not feel miserable morose melancholic mournful or miserable,0
51365,51365,i feel popular there,1
34570,34570,i didnt feel happy nor accomplished,1
48361,48361,i feel like the one who is being blamed and the one who would get upset if problems arose in the future,0
28927,28927,i woke up feeling relieved for you for me for all of us,1
27078,27078,i had walnuts which always goes well with carrot but i wanted to use sunflower instead since i had so much of it and because i was feeling adventurous,1
52340,52340,i feel like because im so fearful of what he will do that i will always answer it,4
4447,4447,i feel totally relaxed and free from the exhaustion of a hard working day,1
16508,16508,i always feel so reassured after leaving their office and i love that,1
17130,17130,i will never forget the feeling i had when dad said gosh bill id love to but this is a special time with my daughter,1
68393,68393,i started feeling funny and then friday i woke up sick as a dog,5
4990,4990,i still feel kinda shaky just from typing this,4
68807,68807,i feel a little weird writing this post because its basically all about me and i do not like attention on me,5
10697,10697,i think the more i feel that there is nothing in the world more artistic than to love people,1
6184,6184,i am lucky to have friends like d and d though she wasnt around on this particular day to give me a laugh every time i feel horrible,0
33207,33207,i feel i missed out on,0
9968,9968,i used to feel irritated when you gave me those advices,3
37806,37806,i was feeling greedy,3
32788,32788,i believe spirituality to be as vast as the universe and the nature that i feel is divine and i think that the future of this little spot will reflect that,1
16830,16830,i know that sometimes but only sometimes the whole thing can feel like an unsuccessful exercise in crowd control,0
54256,54256,i vidva i fucked her whenever i feel like it i shitt whenever i want last time when i fucked her i pee in her mouth its all holy for you stinky slumdog indian,3
39622,39622,i feel so honoured to have my grans crystals on display on my living room i know she would be so happy that i kept it for display and didnt sell it on very sentimental to me,1
37475,37475,i can put that money to my summer trips but just having a million tugriks lying around can make one feel a little apprehensive,4
44966,44966,i have a feeling when newby is nursing friendly is going to be in my arms too,1
12170,12170,i have grown to understand that that is who i want to be a servant of the lord who helps his children feel they are loved,2
16102,16102,i feel like its because i am scared,4
62527,62527,i am walking around with a stupid grin on my face and i feel a little school girl giggly,1
65489,65489,im feeling amused i will probably just tell them,1
54085,54085,i feel that we grew a little more as a floor i know i was fully entertained,1
21939,21939,i feel like taking the stress of gift buying out of the equation allows us or at least me to enjoy the season more instead of being stressed out in mall parking lots and stores,3
32786,32786,i asked him how he would feel if they broke up and he said both sad and relieved,0
19465,19465,i have really talked about things and when i know im starting to feel grumpy i just let him know that i might need some space,3
42543,42543,i feel inadequate in my role but like the song mentioned we know we re at the mercy of god s higher ways and our ways are so small and i will have to just keep persevering even when it is tough,0
65409,65409,im feeling energetic and happy,1
41568,41568,i could feel myself getting more frustrated with every second,3
6911,6911,i dont like republicans i feel unsavory distancing myself or even talking about him,0
2165,2165,im feeling really emotional tonight,0
15144,15144,i feel romantic i know youre stressed out again tonight i guess that were just friends again you know im really not the type to compete i hope your meetings were filled with lots of good meet and your appointments have lots of good ointments,2
26931,26931,i proposed this idea to kyd who was feeling cranky and pressured about having to move out he said to me im not going to pay fucking rent to sleep on the couch,3
44754,44754,i can play with my friends who are weaker at fighting games and i still pretty much always beat them but they don t feel frustrated because they at least understand why they re losing,3
28157,28157,i wrote out all these notes and they were heartfelt and genuine and i wrote them with feeling like they would be my last ever words and my last chance to let them know how much i valued their impact on my life,1
20942,20942,i feel the last months of me feeling like he is working on our marriage that he is really trying that he is making a sincere effort to be honest were all a waste of time on my part,1
20041,20041,im not sure why but im feeling particularly overwhelmed at work today,5
37953,37953,i cannot feel my lips they are numb and burning,0
29484,29484,i feel pleasant about that and i immediately search it on google but i just find this one http antechoir,1
54907,54907,i was able to achieve was to make myself feel empty and lonely,0
34987,34987,i feel it s vital to ask some questions about how i as a christian am to function in society,1
10379,10379,i don t feel nearly as morose as i did even a few days ago,0
28321,28321,i mean im an omnivore because i know that plants feel just as much pain as the animals and were less considerate of that so i see no reason to exclude based on feeling,2
5580,5580,i feel somewhat energetic but very tired by mid afternoon enough to take an hour nap and a little bit anxious about the idea of another c section recovery reactions to the news the boys had been requesting a baby brother or sister so they were excited to hear that they were getting one,1
1210,1210,i lauper s that starts with the line time after time which she would sing going down the memory lane and feeling nostalgic,2
18075,18075,i feel terrific now two more concerts to go,1
10525,10525,i feel rather privileged to have great neighbours above me h amp b who are quiet and considerate and friendly but also who keep a keen eye on whats happening around and who care about the building and their neighbours,1
19617,19617,i also realized at that meeting and writing to the student that ive gotten a lot better at not feeling personally hurt when certain things just dont happen,0
61701,61701,i am looking forward to an even thriving year in and to step out in faith that the lord will as characteristic of him see me through the times when i feel uncertain helpless and at a loss of what to do,4
14210,14210,i best quickly post something i feel the need for calm,1
